Date,binancecoin,ftx-token,okb,huobi-token,gatechain-token,kucoin-shares
2020/1/1 0:00,13.71639052,2.144685047,2.617367817,2.745711886,0.350637632,0.908827678
2020/1/2 0:00,13.68590249,2.143000128,2.620820845,2.816848308,0.353788129,0.909896849
2020/1/3 0:00,13.00717054,2.142017786,2.549812911,2.754515743,0.343728368,0.86122367
2020/1/4 0:00,13.60327558,2.200569589,2.63940751,2.831306509,0.353166151,0.927160611
2020/1/5 0:00,13.79457523,2.168426794,2.644457245,2.89372055,0.354279559,0.994478456
2020/1/6 0:00,14.00636071,2.136903485,2.656090202,2.915524763,0.386060522,1.036383093
2020/1/7 0:00,14.90050444,2.183068397,2.789419797,3.03258173,0.385683944,1.085339198
2020/1/8 0:00,14.96951629,2.163354575,2.879993642,3.130707984,0.393151795,1.079368807
2020/1/9 0:00,14.49911394,2.177220418,2.787409557,3.052612513,0.381572214,1.045747766
2020/1/10 0:00,14.40240029,2.159654686,2.827340997,3.045367668,0.384408687,1.030686545
2020/1/11 0:00,15.07265126,2.230541661,2.894824993,3.110997636,0.389673042,1.02399056
2020/1/12 0:00,14.89765484,2.140005499,2.889002793,3.147471571,0.408822491,1.032161331
2020/1/13 0:00,15.30362181,2.180839725,2.897371473,3.080864732,0.414147996,1.027111593
2020/1/14 0:00,15.16279627,2.151348764,2.881254059,3.034070226,0.402270781,1.013209881
2020/1/15 0:00,16.65121704,2.181515598,3.046479251,3.22682569,0.433171982,1.077055957
2020/1/16 0:00,17.65995959,2.360040405,3.16374407,3.278876879,0.440573783,1.073792275
2020/1/17 0:00,17.01346228,2.393891056,3.080126447,3.237747044,0.411345505,1.095198919
2020/1/18 0:00,18.06731694,2.380915415,3.059748175,3.269779758,0.430035941,1.087258243
2020/1/19 0:00,17.77956566,2.37574307,2.931662422,3.211668702,0.416186685,1.072968103
2020/1/20 0:00,17.3546721,2.279565511,2.952032123,3.142909599,0.403592152,1.034589009
2020/1/21 0:00,17.33176895,2.262775646,2.928103182,3.168844648,0.411322153,1.037915661
2020/1/22 0:00,18.10566377,2.346906809,2.940946753,3.251311994,0.421213977,1.029220115
2020/1/23 0:00,17.78528737,2.318500495,2.921701641,3.239199679,0.428822311,1.038716537
2020/1/24 0:00,16.98120135,2.223789859,2.775406675,3.140343371,0.413437033,1.022522764
2020/1/25 0:00,17.02580292,2.262195473,2.86787855,3.110431516,0.415966953,1.040216982
2020/1/26 0:00,16.94388901,2.219969581,2.800743828,3.079378157,0.416395415,1.024597508
2020/1/27 0:00,17.43695281,2.283983359,2.859706888,3.140484957,0.424184252,1.037993254
2020/1/28 0:00,17.63534383,2.366317059,2.935537289,3.184474187,0.429060896,1.064515858
2020/1/29 0:00,18.05671871,2.436677674,3.036039679,3.247263532,0.440107846,1.105710116
2020/1/30 0:00,17.84868978,2.345820764,3.125290037,3.372952991,0.440040958,1.138954739
2020/1/31 0:00,18.57446821,2.405071044,3.210755689,3.497268226,0.444301829,1.161886906
2020/2/1 0:00,18.10259189,2.364236633,3.167895029,3.422270677,0.435791694,1.14776235
2020/2/2 0:00,18.14697994,2.341227516,3.245971102,3.460437192,0.436102801,1.152052115
2020/2/3 0:00,18.42978587,2.318280346,3.245389112,3.468171548,0.437857831,1.147574859
2020/2/4 0:00,18.46972778,2.299175486,3.277097361,3.45089369,0.434204852,1.144827149
2020/2/5 0:00,18.12227006,2.245273908,3.276300495,3.421661146,0.433358111,1.120613486
2020/2/6 0:00,19.18498174,2.338016911,3.491916182,3.571487351,0.459610164,1.149829579
2020/2/7 0:00,20.60635932,2.401311703,3.747096226,3.722184682,0.531137439,1.173176653
2020/2/8 0:00,22.12459724,2.381811223,3.837169817,3.906724154,0.562232133,1.172181714
2020/2/9 0:00,21.79557767,2.38630318,3.863595883,3.821547052,0.55489621,1.183725901
2020/2/10 0:00,23.91937491,2.404970098,3.952285059,3.950043828,0.570807705,1.241152328
2020/2/11 0:00,25.25283145,2.497150254,5.527855254,4.708651408,0.669146726,1.278029779
2020/2/12 0:00,25.67332748,2.556813965,5.558884192,4.651496929,0.650298279,1.310246972
2020/2/13 0:00,26.42048901,2.5816606,5.910529385,4.883568954,0.67338086,1.318758961
2020/2/14 0:00,25.40353101,2.513594673,5.894889685,4.75999774,0.632594749,1.270649791
2020/2/15 0:00,26.23761464,2.562326264,6.431446674,5.036386883,0.656765846,1.294314918
2020/2/16 0:00,24.06623247,2.514973633,6.569165995,4.856747404,0.60657176,1.255657558
2020/2/17 0:00,23.64223437,2.963030141,6.76248992,5.067632455,0.642355895,1.267048229
2020/2/18 0:00,23.57106009,2.733676816,6.596622006,4.76835058,0.630023803,1.24650115
2020/2/19 0:00,24.02472172,2.844141618,6.746721406,4.968547111,0.648544629,1.305040148
2020/2/20 0:00,22.25110406,2.657672458,6.767403157,4.770758281,0.629786718,1.231667973
2020/2/21 0:00,22.1400916,2.627257922,6.597134403,4.751545601,0.622727682,1.248174229
2020/2/22 0:00,22.12011684,2.687111526,6.642553616,4.767405691,0.617700666,1.257994811
2020/2/23 0:00,21.93521265,2.672162873,5.791559164,4.51401189,0.60114333,1.248394977
2020/2/24 0:00,22.87150377,2.75368549,6.560887939,4.775981419,0.614017012,1.267717629
2020/2/25 0:00,22.03412707,2.634306118,6.124527595,4.668139166,0.609763579,1.257212358
2020/2/26 0:00,20.38515618,2.470148032,5.666222898,4.259532275,0.562818182,1.224041078
2020/2/27 0:00,18.71084905,2.285041156,5.416182024,4.09264162,0.517041506,1.178789104
2020/2/28 0:00,19.12124747,2.435778076,5.530582266,4.226491141,0.535141102,1.193912064
2020/2/29 0:00,18.96783851,2.624780812,5.651368835,4.699105039,0.528475308,1.194601042
2020/3/1 0:00,19.31627435,2.580191849,5.8226893,4.829584901,0.563329622,1.180126312
2020/3/2 0:00,18.99084847,2.561798739,5.46883729,4.58008704,0.562523669,1.189383804
2020/3/3 0:00,19.86962387,2.688856533,5.766543328,4.762790083,0.621143525,1.234728098
2020/3/4 0:00,19.59198541,2.647186625,5.464277879,4.612437385,0.592701026,1.254472887
2020/3/5 0:00,19.99801653,2.643406117,5.447769285,4.642679974,0.582575231,1.248325997
2020/3/6 0:00,20.81956237,2.727501934,5.455796933,4.730630211,0.591250599,1.304405297
2020/3/7 0:00,21.3200619,2.799358198,5.506271048,4.753396116,0.593331437,1.435325866
2020/3/8 0:00,20.0346305,2.684763372,5.327396145,4.648663433,0.580368238,1.423751083
2020/3/9 0:00,16.87686615,2.43476033,4.682325103,4.181078227,0.50844612,1.358656017
2020/3/10 0:00,16.58353401,2.413016765,4.583942219,4.086091326,0.503816909,1.337894999
2020/3/11 0:00,16.88554253,2.450528465,4.544012991,4.039115495,0.512615786,1.363407952
2020/3/12 0:00,16.56793677,2.398072214,4.483026179,3.99920256,0.502795131,1.322391537
2020/3/13 0:00,9.472898274,2.072707265,2.62308159,2.388222921,0.317413481,1.032852079
2020/3/14 0:00,10.89497092,2.055567975,3.196264128,2.897032405,0.337281151,1.092081414
2020/3/15 0:00,10.13127817,2.023760384,3.13230385,2.818643459,0.344593507,0.953840828
2020/3/16 0:00,10.38557708,2.105177478,3.707157214,3.056597045,0.362833047,0.931748639
2020/3/17 0:00,9.4006708,2.024680817,3.423717059,2.865480322,0.339390891,0.865458748
2020/3/18 0:00,10.3342805,2.134733327,3.613224187,2.976340866,0.354539047,1.015599227
2020/3/19 0:00,10.37360276,2.117488986,3.610704526,2.999118725,0.350692738,1.055487853
2020/3/20 0:00,12.25320977,2.428516799,4.164827297,3.296652157,0.380254347,1.202307112
2020/3/21 0:00,11.85072095,2.361151553,4.402878442,3.276320823,0.381412777,1.202490102
2020/3/22 0:00,11.99980747,2.373632832,4.359084687,3.370741348,0.389618419,1.163810318
2020/3/23 0:00,11.17898171,2.232943953,4.004063653,3.1500726,0.370235845,1.124845407
2020/3/24 0:00,12.10417697,2.451167125,4.291446266,3.365658013,0.393211884,1.167039623
2020/3/25 0:00,12.45297309,2.50215542,4.370745411,3.424052,0.406046605,1.169289859
2020/3/26 0:00,12.34602394,2.46912031,4.304404484,3.386069581,0.398414744,1.099301591
2020/3/27 0:00,13.21323912,2.518607936,4.320618521,3.414476212,0.404470005,1.086697961
2020/3/28 0:00,12.35710327,2.3531597,4.161081179,3.253563739,0.383103094,1.005964989
2020/3/29 0:00,12.21798551,2.316793706,4.16501384,3.259765693,0.385534022,0.931738916
2020/3/30 0:00,11.33580088,2.193126724,3.908292345,3.091517514,0.377272714,0.864235136
2020/3/31 0:00,12.18632618,2.400415603,4.159624001,3.282145674,0.394330256,0.945531859
2020/4/1 0:00,12.59992173,2.407817172,4.311229508,3.311850392,0.400451375,0.932394002
2020/4/2 0:00,12.72926799,2.449481946,4.387606001,3.381318018,0.404617613,0.943608636
2020/4/3 0:00,13.08091335,2.496127764,4.495914779,3.435573338,0.417627395,0.9604257
2020/4/4 0:00,13.32378684,2.481252567,4.510269593,3.528221518,0.428502379,0.935414545
2020/4/5 0:00,13.78045918,2.538444081,4.704895738,3.707968538,0.431417649,0.951915763
2020/4/6 0:00,13.70949255,2.518714751,4.673907868,3.711856226,0.426314644,0.950963524
2020/4/7 0:00,15.13632387,2.765257076,4.812543272,3.947449951,0.45313697,0.974384246
2020/4/8 0:00,14.6599825,2.665167627,4.889065909,3.896995216,0.451875802,1.011978467
2020/4/9 0:00,15.07540138,2.740665204,4.935622349,3.956832595,0.457810669,1.010162284
2020/4/10 0:00,15.02875919,2.722033884,4.883643171,3.903451497,0.463186798,0.992143342
2020/4/11 0:00,13.71882591,2.522403071,4.554758283,3.657928719,0.424351539,0.9306989
2020/4/12 0:00,13.82675862,2.536931605,4.54535161,3.692039773,0.426771426,0.924310562
2020/4/13 0:00,14.26511655,2.557361254,4.563638027,3.726952752,0.428358163,0.937668905
2020/4/14 0:00,15.04557286,2.579204338,4.600943544,3.719769881,0.422902307,0.920097126
2020/4/15 0:00,15.5827208,2.616997814,4.630485535,3.729950492,0.425796129,0.924258315
2020/4/16 0:00,14.58594862,2.50507619,4.46453944,3.653325485,0.415007915,0.904303833
2020/4/17 0:00,15.66673786,2.705086214,4.777222027,3.823755059,0.435325849,0.938240127
2020/4/18 0:00,15.6162811,2.696450121,4.659602683,3.80480613,0.429683514,0.928061528
2020/4/19 0:00,16.55295504,2.795088929,4.80154633,3.939678198,0.437790063,0.951235666
2020/4/20 0:00,16.04655016,2.741328773,4.719045281,3.847972345,0.434755419,0.935144188
2020/4/21 0:00,15.02780434,2.591428811,4.487184407,3.720946947,0.414184064,0.902716367
2020/4/22 0:00,15.09650786,2.58311345,4.463429918,3.684620862,0.412433591,0.899646789
2020/4/23 0:00,15.68673879,2.711076948,4.713156028,3.809151142,0.425262499,0.927752895
2020/4/24 0:00,15.97013671,2.758929434,4.850447765,3.878322651,0.426887947,0.934673871
2020/4/25 0:00,15.89482742,2.78671152,4.895990291,3.972821237,0.432371918,0.948202057
2020/4/26 0:00,16.23724614,2.828602298,4.872261169,3.967499293,0.441886418,0.951695397
2020/4/27 0:00,16.37395252,2.856176818,4.908790893,4.037401478,0.446603408,0.959023569
2020/4/28 0:00,16.41271866,2.886325242,4.893917963,4.062348049,0.455487213,0.954909238
2020/4/29 0:00,16.36205781,2.88225153,4.891558981,4.047177189,0.4529628,0.949340642
2020/4/30 0:00,17.3937214,3.138229945,5.27873705,4.282969356,0.468174357,0.998920341
2020/5/1 0:00,16.98087375,3.085505464,5.311409819,4.188010609,0.460372547,0.948743979
2020/5/2 0:00,17.45178287,3.177906252,5.412024931,4.220308303,0.466792052,0.953791625
2020/5/3 0:00,17.51966126,3.199984913,5.539981803,4.264826936,0.465373766,0.942600711
2020/5/4 0:00,17.09493835,3.155233898,5.344319037,4.187158099,0.454310035,0.941843466
2020/5/5 0:00,17.01924644,3.13067944,5.253632003,4.210202624,0.4457222,0.925102182
2020/5/6 0:00,16.88323324,3.161608699,5.203932882,4.163867698,0.446238765,0.928119355
2020/5/7 0:00,16.51209314,3.01974287,5.127783836,4.104867854,0.453025783,0.914042226
2020/5/8 0:00,16.97350797,3.181199999,5.415753496,4.225297873,0.456047637,0.939154924
2020/5/9 0:00,17.17429639,3.125520526,5.389206052,4.196390416,0.460548744,0.931784554
2020/5/10 0:00,16.83105799,2.977427461,5.3117461,3.958391919,0.44958889,0.931791878
2020/5/11 0:00,15.31910412,2.749469185,4.85976545,3.848010786,0.439090563,0.881145783
2020/5/12 0:00,15.07906074,2.721934419,4.887658705,3.772532928,0.452344561,0.835183014
2020/5/13 0:00,15.73790761,2.823137533,4.962066889,3.877388904,0.463668093,0.999715724
2020/5/14 0:00,16.17874465,2.932939262,5.126894795,3.947665387,0.463397154,0.952010934
2020/5/15 0:00,16.35433834,2.992520608,5.33678753,4.085581288,0.480480475,0.947903043
2020/5/16 0:00,15.66553993,2.867711614,5.133538348,4.003769227,0.4650603,0.931876659
2020/5/17 0:00,15.99885403,2.915704946,5.220796155,4.043096253,0.45557557,0.920737031
2020/5/18 0:00,16.2809232,3.008799128,5.298558041,4.106658221,0.473926279,0.947873605
2020/5/19 0:00,16.60987225,3.011572381,5.214560195,4.104268852,0.470796358,0.944368577
2020/5/20 0:00,17.16757332,3.044580877,5.200523198,4.136026573,0.479977871,0.965497457
2020/5/21 0:00,16.88145435,2.946097251,5.251595661,4.08416715,0.479148531,0.964800612
2020/5/22 0:00,16.06690957,2.779448721,4.980794839,3.945259219,0.457200579,0.933534549
2020/5/23 0:00,16.42513379,2.840941198,5.056747065,3.965148238,0.465273706,0.963899636
2020/5/24 0:00,16.47626663,2.8390548,5.03714023,3.938673177,0.464400627,0.972990937
2020/5/25 0:00,15.99211146,2.709957457,4.863493288,3.823905491,0.441942306,0.945881983
2020/5/26 0:00,16.34363896,2.78529253,5.008962616,3.89012333,0.457448437,0.989510408
2020/5/27 0:00,16.22291608,2.816080506,4.960773395,3.885629063,0.458753705,0.982497102
2020/5/28 0:00,16.45306049,2.861487636,4.999220407,3.928716469,0.469203796,0.987623489
2020/5/29 0:00,17.0369407,2.963593694,5.220586534,4.041601543,0.477810037,0.971349473
2020/5/30 0:00,16.99585209,2.91750659,5.236293646,4.05113897,0.473025483,0.982859948
2020/5/31 0:00,17.74005658,3.039974386,5.367774149,4.140106044,0.487497797,0.981168127
2020/6/1 0:00,17.08047499,2.949511528,5.185406867,4.074550284,0.48049522,0.972097764
2020/6/2 0:00,17.86826731,3.106317779,5.360682821,4.146460063,0.49482101,0.98130033
2020/6/3 0:00,17.27814409,2.936710409,5.167801501,4.097400837,0.507553735,0.980321695
2020/6/4 0:00,17.53210204,2.98364705,5.225329742,4.07873946,0.56343642,0.977126636
2020/6/5 0:00,17.76777119,3.001971766,5.377113005,4.352492468,0.550950117,0.969647325
2020/6/6 0:00,17.64277721,2.959755063,5.335568659,4.308582299,0.542736249,0.965066492
2020/6/7 0:00,17.54423165,2.975051885,5.413917452,4.454478117,0.541666777,0.967717089
2020/6/8 0:00,17.38558548,2.977239731,5.464517181,4.426873838,0.541724134,0.970741385
2020/6/9 0:00,17.39240121,2.995387959,5.432095141,4.424022426,0.533835981,0.964468371
2020/6/10 0:00,17.35802858,2.995553292,5.420171156,4.473423421,0.532254491,0.96170709
2020/6/11 0:00,17.40027023,2.976967632,5.374088665,4.434612711,0.535605891,0.963141687
2020/6/12 0:00,16.31475985,2.812200936,5.106028792,4.179837612,0.51164204,0.91965684
2020/6/13 0:00,16.63316676,2.869328094,5.199816351,4.313690337,0.522538667,0.924603206
2020/6/14 0:00,16.807733,2.889643155,5.211017395,4.299258253,0.519725419,0.925383146
2020/6/15 0:00,16.5715721,2.838553223,5.102171713,4.205395046,0.509051088,0.91256899
2020/6/16 0:00,16.37779577,3.021530157,5.053134014,4.190668188,0.512400628,0.915426676
2020/6/17 0:00,16.41756494,3.001868127,5.113404322,4.235456506,0.512357658,0.911256742
2020/6/18 0:00,16.38942281,3.031190184,5.080653133,4.188319584,0.508390728,0.902487473
2020/6/19 0:00,16.16904727,3.006076006,5.038239559,4.150900966,0.508717781,0.88844856
2020/6/20 0:00,15.96431618,2.968649302,4.946188394,4.063189505,0.50282226,0.886030311
2020/6/21 0:00,16.0537683,2.97526561,4.830701743,4.083942853,0.496081156,0.900681605
2020/6/22 0:00,15.94815181,2.963825162,4.71934323,4.037499083,0.497727848,0.891587753
2020/6/23 0:00,16.49346287,3.061795327,5.201438256,4.265500932,0.511653228,0.902633309
2020/6/24 0:00,16.37632339,3.039070169,5.109737686,4.246347572,0.50369167,0.895866644
2020/6/25 0:00,15.99426702,2.946483629,5.095840397,4.289760383,0.498405392,0.875868402
2020/6/26 0:00,15.91379578,2.932402911,5.170448839,4.223703344,0.499470943,0.860885324
2020/6/27 0:00,15.76071352,2.910171795,5.11402503,4.208011456,0.499318293,0.860147074
2020/6/28 0:00,15.14304716,2.830203288,4.949936756,4.130194682,0.485395282,0.841806507
2020/6/29 0:00,15.36603853,2.866782818,5.0366322,4.128456892,0.48808477,0.852332291
2020/6/30 0:00,15.47591936,2.897758604,5.059285596,4.193760335,0.502855886,0.85898722
2020/7/1 0:00,15.42963681,2.888673885,5.052586306,4.148779438,0.485986648,0.87158846
2020/7/2 0:00,15.82008123,2.931554806,5.057346069,4.141006485,0.489237694,0.897006734
2020/7/3 0:00,15.35136699,2.869451337,4.941114549,4.076410482,0.489811914,0.879536096
2020/7/4 0:00,15.29261376,2.8576765,4.922216496,4.095183464,0.50434454,0.866789787
2020/7/5 0:00,15.55406578,2.886294212,4.899392977,4.122116333,0.513477971,0.879525158
2020/7/6 0:00,15.49204978,2.863192312,4.835727699,4.080182893,0.51358109,0.83303959
2020/7/7 0:00,16.31375648,2.992560533,5.129498185,4.244847997,0.534408682,0.864066851
2020/7/8 0:00,16.77301865,2.975650675,4.992397894,4.121588502,0.531311881,0.755329498
2020/7/9 0:00,17.1887804,3.064540369,5.104087568,4.217842546,0.545824898,0.854817012
2020/7/10 0:00,16.81968124,3.011277409,4.965719106,4.164432401,0.534213922,0.811251455
2020/7/11 0:00,17.21687834,3.034840322,4.995573763,4.196247377,0.528750365,0.794280623
2020/7/12 0:00,17.61455839,3.050801961,4.980699133,4.185988312,0.531196794,0.798365469
2020/7/13 0:00,18.28222142,3.113075362,5.005558174,4.221521096,0.538619748,0.81093175
2020/7/14 0:00,18.38502673,3.108360704,4.969650773,4.229850747,0.536200582,0.791633207
2020/7/15 0:00,18.09003726,3.100928442,5.060645585,4.226315115,0.527904485,0.788975018
2020/7/16 0:00,17.60299697,3.049125548,5.140602314,4.23348982,0.518933749,0.773697469
2020/7/17 0:00,17.15199504,2.976119922,5.122633608,4.179092111,0.509212477,0.768639335
2020/7/18 0:00,17.0799106,2.940278385,5.100860055,4.162987232,0.517866491,0.780216672
2020/7/19 0:00,17.13579467,2.925886968,5.15532586,4.175355132,0.515713115,0.786000422
2020/7/20 0:00,17.96487858,2.921987331,5.145192389,4.202675381,0.520446826,0.82107079
2020/7/21 0:00,17.48010559,2.885360845,5.163398853,4.222995381,0.520031099,0.782138989
2020/7/22 0:00,17.73993556,2.982251024,5.197462851,4.247798149,0.528107105,0.791602425
2020/7/23 0:00,18.06467879,3.003300455,5.337719245,4.32325177,0.529198175,0.840400227
2020/7/24 0:00,18.67907136,3.002315376,5.521937615,4.33281574,0.526481919,0.88638788
2020/7/25 0:00,19.17406863,2.980177729,5.357912215,4.203631871,0.51820767,0.853175545
2020/7/26 0:00,19.80752853,3.038164787,5.515069322,4.289855838,0.526666298,0.874940627
2020/7/27 0:00,19.52096308,3.112856567,5.706309352,4.289751765,0.518842149,0.899899692
2020/7/28 0:00,19.68213941,3.402377617,5.820375535,4.439081415,0.532204611,0.888369226
2020/7/29 0:00,20.15961438,3.321153703,5.876504341,4.448572747,0.536036845,0.857887878
2020/7/30 0:00,19.87226129,3.327460126,5.791379931,4.457913208,0.547947632,0.834295011
2020/7/31 0:00,20.03146087,3.324134214,5.826249105,4.434831314,0.550077467,0.811809459
2020/8/1 0:00,20.69395572,3.415969859,5.859442377,4.412219397,0.543734176,0.792644586
2020/8/2 0:00,21.60204582,3.497149834,6.237908936,4.761903219,0.565637634,0.836535234
2020/8/3 0:00,20.90793498,3.341692959,5.69797997,4.483654507,0.541303096,0.802087036
2020/8/4 0:00,21.95591965,3.538530891,5.945684235,4.765546835,0.54807489,0.850927604
2020/8/5 0:00,22.26285168,3.471373464,5.976327499,4.86143972,0.554556238,0.859245932
2020/8/6 0:00,23.25810312,3.602697703,6.104879046,4.909183405,0.557066563,0.927128826
2020/8/7 0:00,22.72711584,3.531613938,6.081733309,4.855164092,0.55809222,0.98343988
2020/8/8 0:00,22.19926947,3.419403109,5.868576461,4.695528555,0.548198301,0.936034817
2020/8/9 0:00,22.86889206,3.480511005,5.920594767,4.730738949,0.548127884,0.982450157
2020/8/10 0:00,22.42038767,3.44711092,5.817339786,4.71000816,0.543413893,1.002515224
2020/8/11 0:00,22.57428904,3.505556182,5.842859022,4.698830892,0.549247212,1.009205054
2020/8/12 0:00,21.13387814,3.311452098,5.560394695,4.566114201,0.529823128,0.946645478
2020/8/13 0:00,21.60059011,3.362455585,5.51655544,4.476642307,0.540491059,0.97421812
2020/8/14 0:00,21.7611413,3.45845212,5.668122649,4.607737556,0.539743937,1.028917572
2020/8/15 0:00,23.0244045,3.503541678,5.969412918,4.689404057,0.541270908,1.057000015
2020/8/16 0:00,22.90796258,3.445330816,5.999139653,4.800129272,0.631187441,1.13233095
2020/8/17 0:00,23.47471961,3.452797814,5.926326756,4.8332194,0.623801695,1.189878556
2020/8/18 0:00,23.52633097,3.528260167,5.879396823,4.784323861,0.618986149,1.296620344
2020/8/19 0:00,22.97380165,3.504196254,5.630368865,4.72647938,0.593015635,1.251416806
2020/8/20 0:00,22.30758296,3.346968231,5.35830156,4.613734282,0.574188546,1.231908141
2020/8/21 0:00,23.07262944,3.450198396,5.540548686,4.807313139,0.604880735,1.302537221
2020/8/22 0:00,22.09465246,3.272574253,5.295300699,4.680885263,0.5926725,1.341968579
2020/8/23 0:00,22.17583929,3.345315233,5.307691799,4.652512094,0.593378701,1.355574421
2020/8/24 0:00,21.83761773,3.374229771,5.243485744,4.65214876,0.595902316,1.327488824
2020/8/25 0:00,22.57149422,3.466547518,5.299033915,4.777938805,0.599161101,1.410943312
2020/8/26 0:00,21.45247745,3.483820212,5.631337483,4.798233808,0.578767895,1.377315784
2020/8/27 0:00,22.22593966,3.627158581,5.619061151,4.973257366,0.593343164,1.382898422
2020/8/28 0:00,23.07188472,3.573099768,5.445382585,4.774613644,0.580313785,1.372578923
2020/8/29 0:00,23.06537998,3.808107973,5.518049706,4.84013953,0.589001308,1.430646747
2020/8/30 0:00,22.99170497,3.972239935,5.403888318,4.78270103,0.585050015,1.414650511
